SentID,Npred,NpredID,Vsup,VsupID,N0Role,N0ID,N0String,N1Role,N1ID,N1String,N2Role,N2ID,N2String
3303,confecção,18,-, ,agent-creator, -, - ,object-gen, 19 20, de brinquedos ,-, -, -
3306,campanha,25,realizar,29,agent-gen, -, - ,object-f,  26 27, de multivacinação ,-, -, -
3309,conferência,4,-, ,agent-gen, -, - ,topic, 5 6 7, sobre segurança européia ,-, -, -
3309,segurança,6,-, ,object-gen,7, européia ,-, -, -,-, -, -
3311,veto,2,-, ,agent-gen, -, - ,object-f, -, -,-, -, -
3311,declaração,5,-, ,agent-speaker, -, - ,addressee, -, -,message, -, -
3311,ataque,16,-, ,agent-gen, 9 10 11 12 13, os sérvios de a Bósnia ,object-gen, -, -,-, -, -
3312,reunião,2,,,agent-gen, -, - ,co-agent, -, -,-, -, -
3313,preço,4,-, ,object-gen,  5 6 7, de o ônibus ,-, -, -,-, -, -
3313,impacto,18,-, ,cause, -, - ,object-gen, 26 27 28, em a tarifa ,-, -, -
3314,preço,15,-, ,object-gen, -, - ,-, -, -,-, -, -
3315,preço,6,-, -,object-gen, -, -,-, -, -,-, -, -
3318,distorção,3,-, -,agent-gen, -, -,object-gen, 5 6 7, de o presente,-, -, -
3320,história,7,-, ,agent-creator,6, suas ,-, -, -,-, -, -
3320,idéia,26,-, ,experiencer-gen, -, - ,object-f, 38 39 40 41 42 43, de « futuro » como evolução ,-, -, -
3320,evolução,43,-, ,patient, -, - ,-, -, -,-, -, -
3321,estratégia,2,-,,object-gen, 3 4, de Gibson ,object-f, 7 8 9 10 11 12 13 14 15 16 17 18, projetar em o futuro o_que já está latente em o mundo contemporâneo ,-, -, -
3322,distorção,24,-, -,agent-gen, -, -,object-gen, -, -,-, -, -
3322,imaginação,31,-, -,object-gen, -, -,-, -, -,-, -, -
3323,convênio,6,-, ,agent-gen, -, - ,co-agent, -, -,-, -, -
3324,convênio,3,celebrar,5,agent-gen, 9 10 11 12 13 14 15 16, a União e o Estado de o Rio=de=Janeiro,co-agent, 9 10 11 12 13 14 15 16, a União e o Estado de o Rio=de=Janeiro,-, -, -
3326,guarda,15,-, ,agent-gen, -, - ,object-gen, 16 17 18 19 20 21 22 23 24 25 26 27," de a Constituição , de as Leis e de as instituições democráticas ",-, -, -
3326,competência,3,,,object-gen, 5 6 7 8 9 10 11, de a União e de os Estados ,object-f, 13 14 15 19 23 16 17 18 20 21 22 24 25 26 27," por a guarda de a Constituição , de as Leis e de as instituições democráticas ",-, -, -
3327,locação,5,-, ,agent-taker, -, - ,object-gen, -, -,, -, -
3327,valor,1,-, ,object-gen, 3 4 5 6, de as locações comerciais ,-, -, -,-, -, -
3328,valor,2,-, ,object-gen, 4 6 7 8 9 10 11 12 13 14 15, de locações de imóveis não residenciais em a cidade de São_Paulo ,-, -, -,-, -, -
3328,locação,6,-, ,agent-gen, -, - ,object-gen, 7 8 9 10 11 12 13 14 15, de imóveis não residenciais em a cidade de São_Paulo ,-, -, -
3329,evolução,2,-, -,patient, -, -,-, -, -,-, -, -
3330,desaceleração,3,-, ,object-gen, -, - ,-, -, -,-, -, -
3333,cerco,8,-, ,agent-gen, 9 10 11, de a PF ,object-gen, -, -,-, -, -
3335,receio,2,-, -,experiencer-gen, 3 4, de Durante,object-f, -, -,-, -, -
3335,reação,7,-, -,agent-gen, 8 9 10, de a platéia,object-gen, -, -,-, -, -
3336,possibilidade,21,-, ,object-f, 22 23 24 25 26, de o presidente ouvir vaias ,-, -, -,-, -, -
3336,vaia,26,-, ,agent-speaker, -, - ,addressee, -, -,-, -, -
3336,segurança,5,-, ,object-gen, 6 7 8 9 10 11, de a Presidência de a República ,-, -, -,-, -, -
3337,inflação,15,-, ,object-gen, -, - ,-, -, -,-, -, -
3338,telefonema,2,-, ,agent-gen, 11 12 13 14 15 16 17 18," o governador de o Rio , Leonel_Brizola ",object-gen, 3 4 5 6 7 8 9," a Maurício_Corrêa , ministro de a Justiça ",-, -, -
3338,ida,21,-, ,agent-gen, 22 23, de Itamar ,locative-dest, 24 25 26, a o Sambódromo ,-, -, -
3339,reação,3,-, ,agent-gen, 4 5 6, de o público ,object-f, -, -,-, -, -
3340,alerta,4,-, ,agent-speaker, 5 6 7, de o governador ,addressee, -, -,message, -, -
3340,risco,12,-, ,object-gen, -, - ,object-f, -, -,-, -, -
3340,viagem,16,-, ,agent-gen, -, - ,locative-dest, -, -,-, -, -
3341,preocupação,4,,,experiencer-gen,1, Corrêa ,object-f, -, -,-, -, -
3341,descontração,7,, ,experiencer-gen,1, Corrêa ,-, -, -,-, -, -
3343,encomenda,7,-, ,agent-speaker, 14 16 12 13 15 17," a Philips , Wapsa e NGK , entre 16 clientes",addressee, 1 2, A Kodak ,object-gen,  8 9 10, de peças plásticas 
3344,serviço,5,-, ,agent-gen, -, - ,object-f, -, -,-, -, -
3344,administração,14,-,,agent-gen, 1 2 3 4 5 6 7 8 9," Uma nova divisão de serviços , batizada de Kis ",object-gen, 15 16 17 18 19 20 21 22 23 24, de copiadoras e outros equipamentos  de imagem para grandes empresas ,-, -, -
3346,serviço,8,-, ,agent-gen, -, - ,object-f, -, -,-, -, -
3346,faturamento,14,-, ,recipient, -, - ,-, -, -,-, -, -
3349,concepção,8,-, ,experiencer-gen, -, - ,object-f, 10 11 12 13, de a consciência humana ,-, -, -
3349,consciência,12,-, ,experiencer-gen,13, humana ,object-f, -, -,-, -, -
3350,poética,29,-, ,object-gen, -, - ,-, -, -,-, -, -
3350,invenção,42,-, ,agent-creator, -, - ,object-gen, -, -,-, -, -
3353,direção,5,-, ,object-gen, -, - ,-, -, -,-, -, -
3354,consciência,14,-, ,experiencer-gen, -, - ,object-f, -, -,-, -, -
3356,perspectiva,15,-, -,experiencer-gen, -, -,object-f, 16 17 18 19, de vitória de Lula,-, -, -
3356,vitória,17,-, -,agent-gen, 18 19, de Lula,patient, -, -,-, -, -
3357,tese,1,-, ,experiencer-gen, -, - ,object-f, -, -,-, -, -
3357,controle,7,-, ,agent-gen,8, civil ,object-gen, 9 10 11 12 13, sobre o sistema de saúde ,-, -, -
3357,resistência,16,-, ,agent-gen, 18 19 20 21 22 23 24, de os setores hegemônicos de o PT ,object-f, -, -,-, -, -
3357,argumento,28,-, ,agent-speaker, 19 20 21 22 23 24, os setores hegemônicos de o PT ,message, 29 30 37 31 32 33 34 35 36 38 39 40 41 42 43 44 45 46 47 48," de que amarrariam a atuação de o governo ,  logo agora que o partido se prepara para assumir o poder ",-, -, -
3357,atuação,33,-, ,agent-gen, 34 35 36, de o governo ,-, -, -,-, -, -
3357,poder,48,assumir,46,object-gen, 41 42, o partido ,object-f, -, -,-, -, -
3358,contemporização,9,-, ,agent-gen, -, - ,object-f, -, -,-, -, -
3358,voto,17,-, ,agent-gen,15, Antonio_Britto ,object-gen, 19 20 21 22 23 24 25, em_favor_de a anistia total a os agricultores ,-, -, -
3358,anistia,21,-, ,agent-gen, -, - ,object-gen, 23 24 25, a os agricultores ,-, -, -
3358,prognóstico,33,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
3358,estilo,36,-, ,object-gen,35, seu ,-, -, -,-, -, -
3359,controle,6,perder,4,agent-gen, 1 2, O motorista,object-gen, 7 8 9, de o carro,-, -, -
3362,fiscalização,9,-, ,agent-gen, -, - ,object-f, -, -,-, -, -
3362,velocidade,13,-, ,object-gen, -, - ,-, -, -,-, -, -
3365,permanência,2,-, ,object-gen, -, - ,-, -, -,-, -, -
3366,operação,7,-, ,agent-gen, -, - ,object-f, -, -,-, -, -
3366,entrada,10,-, ,agent-gen, -, - ,locative-dest, 11 12 13, em o Haiti ,-, -, -
3366,conquista,16,-, ,agent-gen, -, - ,object-gen, 17 18 19 20 21, de todas as posições estratégicas ,-, -, -
3366,criação,34,-, ,agent-creator, -, - ,object-gen, 35 36 37 38 39 40, de « um ambiente  seguro »,-, -, -
3366,controle,53,-, ,agent-gen,,,object-gen, 54 55 56, de a situação,-, -, -
3366,transferência,50,-, ,agent-giver, -, - ,object-gen,  51 52 53 54 55 56 57, de o controle de a situação,recipient, 57 58 59,  para a ONU
3367,reunião,14,em,13,agent-gen, 1 2 3, O presidente Bill_Clinton ,co-agent, 15 16 17 19 18 20 21 22, com seus assessores e militares de segurança nacional ,-, -, -
3370,opção,6,-, ,object-gen, -, - ,object-f, -, -,-, -, -
3377,impunidade,14,-, -,object-gen, 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46, de os acusados por os massacres de o Carandiru - outubro de 92 - - de a Candelária - julho de 93 - e de Vigário=Geral - agosto de 93 - -,-, -, -,-, -, -
3377,massacre,20,-, -,agent-gen, 16 17, os acusados,patient, -, -,-, -, -
3378,reação,10,-,,agent-gen, 1 2 3 4 5 6, O apelo pop de o evento ,object-gen, -, -,-, -, -
3379,desejo,12,-, ,experiencer-gen,10, Caetano_Veloso ,object-f, 13 14 15 16 17 18 19 20 21 22 23 24 25 26," de assistir a o show de Nusrat , em esta segunda-feira , em São_Paulo ",-, -, -
3379,show,17,-, ,agent-gen, 18 19, de Nusrat ,-, -, -,-, -, -
3381,resposta,5,-, ,agent-speaker, 6 7 8, de o público ,addressee, -, -,-, -, -
3386,idéia,8,-, ,experiencer-gen, -, - ,object-f, -, -,-, -, -
3386,trabalho,12,-, ,agent-gen, -, - ,object-f, -, -,-, -, -
3386,idéia,8,-, ,experiencer-gen, -, - ,object-f, -, -,-, -, -
3388,vocabulário,6,-, ,object-gen,5,  meu,-, -, -,-, -, -
3389,movimento,8,-, ,agent-gen, -, - ,-, -, -,-, -, -
3389,dinâmica,2,-, ,object-f, -, - ,-, -, -,-, -, -
3393,perfil,14,-, ,object-gen, 15 16 17, de o profissional ,-, -, -,-, -, -
3396,compulsão,8,-, ,experiencer-vol, 10 11 12 13 14 15 16 17 18 19, de os leitores que aceitam nos ler para serem informados ,object-f, -, -,-, -, -
3397,desdém,10,com,8,experiencer-gen, 2 3, o leitor,object-gen, -, -,-, -, -
3397,indiferença,13,com,8,experiencer-gen, 2 3, o leitor,object-gen, -, -,-, -, -
3398,papel,11,-, ,object-gen, 1 2 3 4, Um crítico de jornal ,object-f, 12 13, de narrador ,-, -, -
3398,gesto,21,-, ,agent-gen, -, - ,object-f, 22 23 24 25 26 27 28 29 30, de uma página ser virada e ficar para trás ,-, -, -
3400,importância,13,-, ,object-gen,12, sua ,object-f, 14 15 16, para cada leitor ,-, -, -
3400,assinatura,27,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
3401,choque,25,aplicar,27,agent-gen, 5 6 7 8 9 10 11," Richard_Dart e Richard_Gustafson , de a Universidade_de_Arizona ",patient, 27 28 29, em o lábio ,-, -, -
3402,estudo,9,-, ,agent-gen,6, Agência_Meteorológica_Japonesa ,topic, 13 14 15 16 17 18 19 20 21 22 23 24, sobre a hipótese de terremotos serem causados por peixes rebolando suas caudas ,-, -, -
3402,hipótese,15,-, ,experiencer-gen, -, - ,object-f, 16 17 18 19 20 21 22 23 24, de terremotos serem causados por peixes rebolando suas caudas ,-, -, -
3407,tiroteio,3,-, ,agent-gen, -, - ,co-agent, -, -,-, -, -
3408,denúncia,14,-, ,agent-speaker,,  ,addressee, -, -,message, -, -
3409,tiroteio,13,-, ,agent-gen, -, - ,co-agent, -, -,-, -, -
3410,intervenção,8,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
3410,intervenção,8,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
3411,ataque,12,sofrer,13,agent-gen, -, - ,patient, 14 15 16 17 18 19 20 21, por a liberdade de pensar e de escrever ,-, -, -
3411,liberdade,16,-, ,object-gen, -, - ,object-f, 17 18 19 20 21, de pensar e de escrever ,-, -, -
3413,protesto,3,-, ,agent-gen,2, nosso ,object-f, -, -,-, -, -
3413,obrigação,11,ter,9,object-gen, , ,object-f, 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31," de defender uma de as grandes tradições de a nossa civilização , que é a de a liberdade de expressão ",-, -, -
3413,tradição,18,-,,object-gen, 19 20 21 22, de a nossa civilização ,object-f, 28 29 30 31, a liberdade de expressão,-, -, -
3415,decisão,8,tomar,6,experiencer-gen,, ,object-f, -, -,-, -, -
3415,repercussão,14,ter,13,object-f, -, -,-, -, -,-, -, -
3416,capacidade,5,ter,9,object-gen, 7 8, o Parlamento ,object-f, 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25," de transmitir as suas ideias a a imprensa , a o rádio e a a televisão",-, -, -
3416,idéia,14,-, ,experiencer-gen,13, suas ,object-f, -, -,-, -, -
3417,responsabilidade,11,ter,13,object-gen, 4 5, os jornalistas,object-f, -, -,-, -, -
3419,custo,1,-, -,object-gen, -, -,-, -, -,-, -, -
3421,seminário,9,fazer,7,agent-gen, 5 6, o PT ,topic, 13 14, sobre ela,-, -, -
3421,necessidade,19,-, ,object-f, 20 21 22, de sua construção ,-, -, -,-, -, -
3421,construção,22,-, ,agent-creator, -, - ,object-gen,21, sua ,-, -, -
3422,obra,4,-, -,agent-gen, -, -,object-gen, -, -,-, -, -
3422,estrutura,12,-, -,object-gen, 13 14 15, de o país,-, -, -,-, -, -
3423,solução,20,-, ,experiencer-gen, 17 18, os candidatos ,object-f, 21 22 23, de problemas nacionais ,-, -, -
3423,problema,22,-, ,object-gen,23, nacionais ,object-f, -, -,-, -, -
3423,fome,27,-, ,experiencer-gen, -, - ,-, -, -,-, -, -
3425,cargo,6,assumir,4,object-gen, 1 2 3, O ex- jogador ,object-f, -, -,-, -, -
3425,derrota,16,-, ,object-gen, -, - ,object-gen, 17 18 19, para o Bahia ,-, -, -
3425,substituição,9,-, ,agent-gen,,,object-gen, 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26," a Carlinhos ,  demitido após a derrota para o Bahia ( 0 a 1 ) anteontem ",object-gen, 1 2 3,  O ex- jogador 
3428,preço,5,-, -,object-gen, -, -,-, -, -,-, -, -
3428,tarifa,8,-, -,object-gen, 9 10 11 12, de os serviços públicos,-, -, -,-, -, -
3429,preço,9,-, -,object-gen, -, -,-, -, -,-, -, -
3430,corrupção,5,-, ,agent-gen, 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31," o procurador de Justiça aposentado Aldegy_do_Nascimento , 26 delegados , inspetores e peritos de a Polícia_Civil , e Ary_Chagas_de_Aguiar , assessor de a promotora Lúcia_Atalla ",-, -, -,-, -, -
3431,aditamento,8,-, ,agent-gen, -, - ,object-gen, 9 10 11 12 23 13 14 15 16 17 18 19 20 21 22 24 25," a a primeira denúncia , feita por o Ministério_Público em o escândalo de o bicho em junho ",-, -, -
3431,denúncia,12,fazer,13,agent-speaker, 14 15 16, por o Ministério_Público ,addressee, -, -,message, -, -
3435,trejeito,11,-, ,object-gen, -, - ,-, -, -,-, -, -
3437,problema,2,-, -,object-gen, -, -,object-f, -, -,-, -, -
3439,briga,3,-, -,agent-gen, 5 6, entre irmãos,co-agent, 5 6, entre irmãos,-, -, -
3439,separação,10,-, -,agent-gen, -, -,object-gen, -, -,co-object, -, -
3439,morte,14,-, -,patient, -, -,-, -, -,-, -, -
3440,diálogo,6,-, ,agent-speaker, -, - ,co-agent, -, -,-, -, -
3444,tiro,7,-, ,agent-gen, -, - ,patient, 1 2, Seu corpo ,-, -, -
3444,marca,5,ter,4,object-gen, 1 2, Seu corpo ,object-f, 6 7, de tiros ,-, -, -
3446,libertação,5,-, ,agent-gen, -, - ,object-gen, 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22, de seis homens que estavam trancados em o porão de um prédio de o CNA em Johannesburgo ,-, -, -
3448,encontro,14,-, ,agent-gen, -, - ,co-agent, -, -,-, -, -
3453,cirurgia,6,-, ,agent-gen, -, - ,patient,1, Dalva ,-, -, -
3454,casamento,14,-, ,agent-gen, -, - ,object-gen, -, -,co-object, -, -
3454,carona,20,dar,19,agent-gen, 1 2, A famíla ,object-gen, 21 22, a amigos ,-, -, -
3464,impacto,17,causar,13,cause, 1 2 3 4 5 6 7 8 9 10 11," Seu álbum de estréia , lançado em o último verão americano ",object-gen, 18 19 20, em a parada ,-, -, -
3465,escavação,4,-, -,agent-gen, -, -,object-gen, 5 6 7 8 9 10 11 12 13 14, em as seções de críticas de revistas de música importadas,-, -, -
3465,adoração,18,-, -,experiencer-gen, 22 23 24 25, entre os jornalistas especializados,object-gen,20, G._Love,-, -, -
3468,lobby,7,articular,3,agent-speaker, 1 2, O presidente ,addressee, 9 10 11 12 13 14, em_direção_a o Sebrae (  Serviço_de_Apoio_à_Pequena_e_Média_Empresa ),message, -, -
3468,presidência,28,-,,agent-gen,25, Durante ,object-gen, 29 30 31, de a entidade ,-, -, -
3470,nome,10,-, ,object-gen, 11 12 13, de as vítimas ,-, -, -,-, -, -
3470,crime,18,-, ,agent-gen, 15 16, os responsáveis,object-gen, -, -,-, -, -
3470,conflito,21,-, ,agent-gen, -, - ,co-agent, -, -,-, -, -
3471,violência,5,-, ,agent-gen, -, - ,patient, -, -,-, -, -
3472,necessidade,10,-, ,object-f, 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30, de a queda de os juros em o Brasil para incentivar a volta de investimentos maciços em os setor produtivo ,-, -, -,-, -, -
3472,queda,13,-, ,object-gen, 14 15 16, de os juros ,-, -, -,-, -, -
3472,investimento,25,-, ,agent-giver, -, - ,recipient, -, -,-, -, -
3473,pergunta,3,-, ,agent-speaker, -, - ,addressee,34, Camdessus ,-, -, -
3473,volta,7,-, ,object-gen, 8 9 10 11, de os investimentos externos ,locative-dest, -, -,-, -, -
3473,investimento,10,-, ,agent-giver, -, - ,recipient, -, -,-, -, -
3473,aprovação,18,-, ,agent-gen, -, - ,object-gen, 19 20 21, de o Plano_Real,-, -, -
3473,acordo,25,-, ,agent-gen, 27 30 28 29 31 32, entre e o FMI o Brasil ,co-agent, 27 30 28 29 31 32, entre e o FMI o Brasil ,object-f, -, -
3473,acordo,48,-, ,agent-gen,,,co-agent,49 50 51,com o FMI,object-f, -, -
3473,credibilidade,55,-, ,object-gen, 59 60 61, de o Plano_Real ,-, -, -,-, -, -
3474,flutuação,1,-, ,object-gen, 2 3 4, de os juros ,-, -, -,-, -, -
3477,perspectiva,3,-, ,experiencer-gen, -, - ,object-f, 4 5 6 7 8 9, de aplicações por prazo mais longos ,-, -, -
3477,aplicação,5,-, ,agent-gen, -, - ,object-gen, -, -,object-gen, -, -
3478,aplicação,13,-, ,agent-gen, -, - ,object-gen, -, -,object-gen, -, -
3478,empréstimo,15,-, ,agent-giver, -, - ,object-gen, -, -,recipient, -, -
3479,ataque,5,-, -,agent-gen, -, -,patient, -, -,-, -, -
3480,intervenção,2,-, ,agent-gen,4, russa ,object-f, -, -,-, -, -
3480,envolvimento,10,-, ,object-gen,11, ocidental ,object-f, 12 13 14 15, em a guerra civil ,-, -, -
3480,guerra,14,-, ,agent-gen, -, - ,co-agent, -, -,-, -, -
3481,conflito,8,-, ,agent-gen, -, - ,co-agent, -, -,-, -, -
3481,possibilidade,19,-, ,object-gen, 14 15 16 17, os seus aliados sérvios ,object-f, 20 21 22 23, de uma retirada honrosa ,-, -, -
3481,retirada,22,-, ,agent-gen, 14 15 16 17, os seus aliados sérvios ,locative-source, -, -,-, -, -
3482,ataque,7,-, ,agent-gen, 9 10 11, de a Otan ,patient, ,,-, -, -
3483,avaliação,4,-, -,agent-gen, 5 6 7, de o Instituto=Internacional=de=Estudos=Estratégicos,object-gen, -, -,-, -, -
3484,ataque,3,-, ,agent-gen, -, - ,patient, -, -,-, -, -
3484,sentido,8,fazer,6,object-f, 2 3, Um ataque ,-, -, -,-, -, -
3486,depoimento,8,-, ,agent-speaker, -, - ,addressee, -, -,-,,
3486,pisada,12,-, ,agent-gen, -, - ,patient, -, -,-, -, -
3486,tropeço,27,-, ,patient, -, - ,-, -, -,-, -, -
3486,movimentação,32,-, ,agent-gen, -, - ,-, -, -,-, -, -
3486,depoimento,8,-, ,agent-speaker,37, seu,addressee, -, -,-,,
3487,gesto,16,-, ,agent-gen, -, - ,object-f, 17 18 19 20, de « protesto »,-, -, -
3487,protesto,19,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
3488,problema,8,ter,7,object-gen, 1 2 3, O dramaturgo Dias_Gomes,object-f, 9 10 11, com a censura ,-, -, -
3489,protesto,4,-, -,agent-gen, -, -,object-gen, -, -,-, -, -
3491,linchamento,17,-, ,agent-gen, -, - ,patient, -, -,-, -, -
3491,punição,19,-, ,agent-gen, -, - ,patient, -, -,-, -, -
3492,atitude,15,-, ,agent-gen, 16 17 18, de a polícia ,object-f, -, -,-, -, -
3493,estudo,24,-, ,agent-gen, -, - ,topic, -, -,-, -, -
3493,tumorectomia,2,-, ,agent-gen, -, - ,patient, -, -,-, -, -
3493,qualidade de vida,9 10 11,-,,object-gen,,,-,,,-,,
3493,sobrevida,5,-, ,object-gen, -, - ,-, -, -,-, -, -
3493,mastectomia,14,-, ,agent-gen, -, - ,patient, -, -,-, -, -
3494,pesquisa,12,-, ,agent-gen, -, - ,topic, -, -,-, -, -
3500,jogo,5,-, ,agent-gen, -, - ,co-agent, 7 8 9, contra o Corinthians ,-, -, -
3503,plano,6,,,experiencer-gen, -, - ,object-f, 8 9 10 11, continuar em o Cruzeiro , -, -, -
3508,reajuste,18,-, ,agent-gen, -, - ,object-gen,19 20, de valor ,-, -, -
3508,variação,31,-, ,object-gen, 33 34 35 36 37 38 39, de os custos de os insumos utilizados ,-, -, -,-, -, -
3508,custo,35,-, ,object-gen, 36 37 38 39, de os insumos utilizados ,-, -, -,-, -, -
3508,cálculo,42,-, ,agent-gen, -, - ,object-gen, 43 44 45, de esses índices ,-, -, -
3508,reajuste,50,-, ,agent-gen, -, - ,object-gen,,  ,-, -, -
3508,emissão,59,-, ,agent-gen, -, - ,object-gen, 60 61 62, de o real ,-, -, -
3509,operação,15,realizar,16,agent-gen, -, - ,object-f, -, -,-, -, -
3511,viagem,1,-, -,agent-gen, -, -,locative-dest, -, -,-, -, -
3513,sensação,2,ter,5,experiencer-gen,,,object-f, -, -,-, -, -
3514,tentativa,5,-, ,agent-gen,3, minha ,object-f, -, -,-, -, -
3514,esqui aquático, 19 20,praticar,18,agent-gen, , ,-, -, -,-, -, -
3516,habilidade,4,-,2,object-gen, -, - ,-, -, -,-, -, -
3517,condição,17,-, ,experiencer-gen, -, - ,object-f, -, -,-, -, -
3519,motivo,2,-, ,experiencer-gen, -, - ,object-f, -, -,-, -, -
3519,atendimento,8,-, ,agent-gen, -, - ,patient, -, -,-, -, -
3519,certeza,12,-, ,experiencer-gen, -, - ,object-f, 13 14 15 16 17 20 18 19, de achar ali « pessoas » como nós ,-, -, -
3524,viagem,20,-, ,agent-gen, 3 4, os plínios ,locative-dest, 21 22 23, para os Estados_Unidos ,-, -, -
3525,gasto,10,-, ,agent-gen, , ,object-gen, 12 13 14, de US$ 30 ,-, -, -
3531,função,6,ter,4,object-gen, 1 2 3, O brinquedinho eletrônico ,object-f, 15 16 17 18 19 20 21 22 23 24 25 26 27," substitui o antigo « torpedo » , bilhete desferido entre jovens em bares ",-, -, -
3532,cantada,9,-,,agent-speaker,,,addressee,,,-,,
3532,predileção,20,de,18,experiencer-gen,19, sua ,object-gen, 16 17, a plínia ,-, -, -
3532,contato,27,fazer,25,agent-speaker, -, - ,addressee, -, -,-, -, -
3533,possibilidade,4,-, ,object-f, 5 6 7 8 9 10, de queda em as cotações externas ,-, -, -,-, -, -
3533,queda,6,-, ,object-gen, 7 8 9 10, em as cotações externas ,-, -, -,-, -, -
3533,colheita,27,-, ,agent-taker, -, - ,object-gen, 28 29, de arroz ,-, -, -
3534,queda,2,-, ,object-gen, 3 4 5 6, de as cotações internacionais ,-, -, -,-, -, -
3534,cotação,5,-, ,object-gen, -, - ,object-f, -, -,-, -, -
3534,ingresso,9,-, ,object-gen, 10 11 12, de o produto ,locative-dest, -, -,-, -, -
3534,preço,14,-, ,object-gen, 9 10 11 12, ingresso de o produto ,-, -, -,-, -, -
3534,avanço,22,-, ,agent-gen, 23 24 25 26, de as cotações internas ,-, -, -,-, -, -
3534,cotação,5,-, ,object-gen, -, - ,object-f, -, -,-, -, -
3535,previsão,3,-, ,experiencer-gen, 4 5 6, de a Conab ,object-f, -, -,-, -, -
3535,produção,9,-, ,agent-creator,10, nacional ,object-gen, 11 12, de arroz ,-, -, -
3538,acidente,17,-, ,patient, 1 2 3 4 5 6 7 8 9 10 11 12," O diretor-presidente de a Yashica de o Brasil , Kazuo_Tamura , 56 ",-, -, -,-, -, -
3539,controle,28,perder,26,agent-gen,1, Ele ,object-gen, 29 30 31, de o carro ,-, -, -
3539,velocidade,9,em,7,object-gen,1, Ele ,-, -, -,-, -, -
3541,levantamento,2,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
3541,consumo,21,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
3543,comemoração,11,-, ,agent-gen, -, - ,object-gen, 12 13 14, de o Dia_do_Soldado ,-, -, -
3543,dificuldade,21,-, ,object-gen, 23 24 25, de os militares ,-, -, -,-, -, -
3544,necessidade,18,-, ,object-gen, 20 21 22, de nossas forças ,-, -, -,-, -, -
3544,agrura,30,sofrer,27,experiencer-gen, 17 18 19 20 21 22, as necessidades básicas de nossas forças ,-, -, -,-, -, -
3544,agrura,30,atravessar,34,experiencer-gen, 32 33, toda nação,-, -, -,-, -, -
3544,saudação,40,enviar,41,agent-gen, , ,object-gen, 42 43 44, a o Exército ,-, -, -
3545,homenagem,6,-, ,agent-gen, -, - ,object-gen, 7 8, a Frank_Zappa ,-, -, -
3546,surpresa,9,ter,6,experiencer-gen, 1 2 3 4, Os fãs de Frank_Zappa ,-, -, -,-, -, -
3547,lançamento,2,-, -,agent-gen, -, -,object-gen, 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39,"de um CD com uma coletânea de músicas de Zappa interpretadas por bandas cover de os Estados Unidos , Alemanha , Bélgica , Inglaterra , Holanda , Itália , Suécia e Brasil (com a banda The Central Scrutinizer)",-, -, -
3548,homenagem,10,fazer,8,agent-gen, 1 2 3, A banda brasileira ,object-gen, 11 12, a Zappa ,-, -, -
3550,bestialidade,4,-, ,object-gen, 6 7, de as pessoas ,-, -, -,-, -, -
3551,empréstimo,23,-, ,agent-giver, -, - ,object-gen, -, -,recipient, -, -
3552,captação,7,-, ,agent-taker, -, - ,object-gen, 8 9, de recursos ,-, -, -
3552,venda,12,-, ,agent-giver, -, - ,object-gen, 13 14, de CDBs ,,,
3552,insegurança,23,-, ,experiencer-gen, 24 25 26, de os bancos ,-, -, -,-, -, -
3552,definição,29,-, ,agent-gen, 24 25 26, de os bancos ,object-f, 30 31 32 33 34 35, de os custos de os empréstimos ,-, -, -
3552,custo,32,-, ,object-gen, 33 34 35, de os empréstimos ,-, -, -,-, -, -
3552,empréstimo,35,-, ,agent-gen, -, - ,object-gen, -, -,recipient, -, -
3553,compra,16,-, ,agent-taker, -, - ,object-gen, 17 18 19 20 21 22, de « traveler_cheques » ou cédulas ,-, -, -
3554,aplicação,6,-, -,agent-gen, -, -,object-gen, -, -,object-gen, -, -
3554,vencimento,12,-, -,object-gen, 13 14 15 16 17 18 19, de a fatura mensal de o cartão,-, -, -,-, -, -
3555,velório,13,-, ,agent-gen, -, - ,object-gen, 14 15, de Pereira ,-, -, -
3556,enterro,13,fazer,11,agent-gen, 1 2, A família ,object-gen, -, -,-, -, -
3556,velório,19,-, ,agent-gen, -, - ,object-gen, -, -,-, -, -
3557,sorte,5,-, -,object-gen, 6 7 8, de o espectador,-, -, -,-, -, -
